PlayerID,Age,Gender,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,AvgPlayTimePerWeek,isAddicted,Location_Europe,Location_Other,Location_USA,Genre_RPG,Genre_Simulation,Genre_Sports,Genre_Strategy
9055,22,1,1,0,8,46,8,0,1,368,0,False,False,True,True,False,False,False
9056,28,0,0,0,8,139,20,1,1,1112,0,False,False,True,False,True,False,False
9057,37,0,1,0,15,36,88,36,1,540,0,False,False,True,False,True,False,False
9058,35,0,0,0,15,148,73,43,2,2220,1,False,False,True,False,True,False,False
9059,30,1,0,0,9,153,46,19,1,1377,1,False,False,True,False,False,False,True
9060,32,0,0,2,11,138,27,13,2,1518,1,False,False,True,False,False,False,False
9061,38,1,0,1,19,155,35,30,2,2945,1,False,False,True,False,False,False,True
9062,40,1,0,0,2,94,76,42,1,188,0,True,False,False,False,True,False,False
9063,39,0,0,2,16,140,10,16,2,2240,1,False,True,False,False,False,False,False
9064,43,0,0,0,1,16,38,43,0,16,0,False,True,False,False,False,True,False
9065,29,1,1,0,16,135,80,43,2,2160,1,False,False,True,False,True,False,False
9066,15,1,0,0,6,49,58,42,1,294,0,False,False,True,False,True,False,False
9067,39,1,0,1,7,46,26,47,1,322,0,False,True,False,False,False,True,False
9068,21,1,0,0,13,30,3,40,1,390,0,True,False,False,False,False,False,False
9069,23,0,1,1,17,167,72,24,2,2839,1,False,True,False,False,True,False,False
9070,38,1,0,0,13,79,29,32,1,1027,0,True,False,False,False,False,False,False
9071,15,0,0,1,7,111,45,2,1,777,0,False,False,False,False,False,False,True
9072,22,0,1,0,7,79,46,32,1,553,0,True,False,False,True,False,False,False
9073,38,1,0,1,12,131,12,37,2,1572,1,True,False,False,False,False,False,True
9074,25,0,1,0,19,109,91,48,2,2071,1,True,False,False,True,False,False,False
9075,31,0,0,0,14,106,23,1,2,1484,1,False,False,True,False,True,False,False
9076,22,0,1,1,3,29,9,30,0,87,0,False,False,False,False,False,False,True
9077,49,0,1,0,0,83,15,4,0,0,0,False,False,True,False,False,False,True
9078,49,1,1,0,12,70,33,33,1,840,0,False,False,True,False,False,True,False
9079,47,0,0,0,10,14,15,25,0,140,0,False,False,False,True,False,False,False
9080,19,1,1,0,1,139,24,0,0,139,0,True,False,False,True,False,False,False
9081,42,0,0,1,12,34,14,15,1,408,0,False,False,True,False,True,False,False
9082,21,0,0,0,5,77,40,38,1,385,0,False,False,True,False,False,True,False
9083,23,0,1,0,12,41,73,10,1,492,0,False,False,True,False,False,True,False
9084,22,0,0,0,19,102,14,24,2,1938,1,False,False,True,True,False,False,False
9085,26,0,0,1,4,117,4,49,1,468,0,False,False,True,False,False,True,False
9086,48,1,1,0,3,122,89,24,1,366,0,False,False,False,False,False,False,False
9087,47,0,0,2,18,14,78,4,0,252,0,True,False,False,False,True,False,False
9088,37,0,0,1,11,147,40,49,2,1617,1,False,False,True,False,False,False,True
9089,38,0,1,1,8,107,11,7,1,856,0,True,False,False,True,False,False,False
9090,49,0,0,1,14,36,59,35,1,504,0,False,False,True,False,False,True,False
9091,36,0,0,0,1,73,76,15,0,73,0,False,False,True,False,False,True,False
9092,41,1,1,0,7,12,77,28,0,84,0,True,False,False,False,False,True,False
9093,49,0,0,0,0,99,80,42,0,0,0,False,False,False,False,True,False,False
9094,15,0,1,2,4,32,33,42,0,128,0,False,False,False,False,False,False,True
9095,49,0,0,0,19,126,3,14,2,2394,1,True,False,False,False,False,True,False
9096,28,0,1,1,1,84,61,39,0,84,0,False,False,True,False,False,False,True
9097,17,0,0,0,3,117,1,11,1,351,0,True,False,False,False,False,False,True
9098,15,1,0,0,11,55,54,37,1,605,0,True,False,False,False,True,False,False
9099,19,1,0,2,14,93,65,42,2,1302,1,False,False,True,False,False,True,False
9100,40,0,0,1,5,40,89,29,1,200,0,True,False,False,False,False,True,False
9101,28,1,0,2,11,109,53,18,1,1199,0,True,False,False,False,False,False,True
9102,41,0,0,0,2,33,54,33,0,66,0,True,False,False,False,False,True,False
9103,23,1,0,1,8,91,38,14,1,728,0,True,False,False,False,True,False,False
9104,29,1,0,0,16,36,22,36,1,576,0,False,True,False,False,False,True,False
9105,29,0,1,0,15,101,73,45,2,1515,1,True,False,False,False,False,True,False
9106,40,0,0,0,15,24,56,17,1,360,0,False,False,False,False,False,True,False
9107,27,0,0,2,17,72,45,48,1,1224,1,False,True,False,False,True,False,False
9108,46,0,1,1,9,127,75,32,1,1143,0,False,False,False,False,False,False,True
9109,46,0,0,0,12,96,2,21,1,1152,0,False,True,False,False,False,False,True
9110,18,1,0,0,16,121,10,35,2,1936,1,False,False,False,False,False,True,False
9111,44,0,0,2,7,60,5,30,1,420,0,False,False,True,False,True,False,False
9112,37,0,0,1,18,145,88,15,2,2610,1,False,False,True,False,False,True,False
9113,29,1,0,1,3,51,72,44,0,153,0,False,False,True,False,True,False,False
9114,43,1,0,0,14,96,42,47,2,1344,1,False,False,True,False,True,False,False
9115,27,0,0,2,18,111,34,9,2,1998,1,False,False,True,False,False,False,True
9116,46,1,0,1,12,142,24,18,2,1704,1,False,False,False,False,False,False,False
9117,21,1,1,0,17,142,12,20,2,2414,1,False,False,True,False,False,False,False
9118,36,0,0,0,3,69,52,14,0,207,0,False,False,False,True,False,False,False
9119,42,0,0,1,7,154,23,19,1,1078,0,False,True,False,True,False,False,False
9120,16,1,1,0,17,149,48,14,2,2533,1,False,False,True,False,False,False,False
9121,20,1,0,1,11,75,69,25,1,825,0,False,False,True,False,False,False,True
9122,42,0,0,2,15,17,19,43,0,255,0,False,False,False,True,False,False,False
9123,42,0,0,1,17,62,77,35,1,1054,0,False,False,True,False,False,False,False
9124,34,1,0,1,13,124,35,43,2,1612,1,False,False,True,False,False,False,True
9125,44,1,0,1,11,34,8,11,1,374,0,False,False,True,True,False,False,False
9126,25,1,0,1,7,108,76,1,1,756,0,False,False,True,True,False,False,False
9127,42,1,0,0,19,157,85,7,2,2983,1,False,False,False,False,False,False,False
9128,39,1,0,0,15,108,49,32,2,1620,1,True,False,False,True,False,False,False
9129,47,1,0,0,2,65,92,45,1,130,0,False,False,True,False,False,False,True
9130,15,1,1,2,5,94,76,14,1,470,0,True,False,False,False,False,False,False
9131,41,1,0,1,1,70,5,43,0,70,0,False,False,True,False,False,False,True
9132,27,0,0,1,16,154,13,27,2,2464,1,False,False,True,True,False,False,False
9133,17,1,0,1,7,78,54,36,1,546,0,True,False,False,False,False,False,True
9134,20,0,0,0,18,14,49,5,0,252,0,True,False,False,False,False,True,False
9135,22,0,1,2,13,21,58,19,0,273,0,False,False,True,False,True,False,False
9136,41,0,0,0,1,124,15,24,0,124,0,False,False,False,True,False,False,False
9137,23,0,0,0,7,45,45,42,1,315,0,False,False,False,False,False,True,False
9138,47,0,0,1,6,62,96,40,1,372,0,False,True,False,False,True,False,False
9139,38,1,1,1,7,43,72,16,1,301,0,True,False,False,False,False,False,False
9140,29,1,0,0,1,69,81,14,0,69,0,False,False,True,False,True,False,False
9141,46,1,0,0,19,42,64,31,1,798,0,False,False,False,False,False,False,False
9142,46,1,1,2,8,103,54,36,1,824,0,False,False,True,False,False,True,False
9143,38,0,1,2,3,124,82,4,1,372,0,False,False,True,False,True,False,False
9144,26,0,1,2,16,52,87,2,1,832,0,False,False,False,True,False,False,False
9145,16,0,1,0,12,132,4,4,2,1584,1,False,True,False,False,False,True,False
9146,17,0,0,0,17,105,60,37,2,1785,1,False,False,True,False,True,False,False
9147,31,1,0,0,11,27,23,13,0,297,0,False,False,True,False,False,False,True
9148,16,0,0,2,3,159,8,44,0,477,0,True,False,False,False,False,False,True
9149,16,0,0,0,9,19,95,31,1,171,0,False,True,False,False,False,False,False
9150,42,0,0,2,18,117,40,0,2,2106,1,True,False,False,False,False,True,False
9151,37,0,0,0,9,138,13,19,1,1242,1,False,False,False,False,False,False,True
9152,46,0,0,2,0,140,95,46,0,0,0,False,True,False,False,True,False,False
9153,47,1,1,2,19,70,49,44,2,1330,1,True,False,False,True,False,False,False
9154,15,0,0,0,8,39,45,45,1,312,0,False,False,False,False,False,False,False
9155,33,0,0,0,11,92,39,43,1,1012,0,True,False,False,False,True,False,False
9156,16,0,0,0,9,50,82,18,1,450,0,True,False,False,False,False,False,False
9157,40,1,0,1,3,138,36,30,1,414,0,True,False,False,False,False,False,True
9158,46,0,1,1,11,179,91,4,2,1969,1,True,False,False,False,False,True,False
9159,20,0,1,2,12,135,66,49,2,1620,1,True,False,False,True,False,False,False
9160,46,0,0,0,18,164,26,41,2,2952,1,True,False,False,False,False,False,True
9161,18,1,0,0,11,90,2,5,1,990,0,True,False,False,False,False,True,False
9162,25,1,0,0,8,110,33,28,1,880,0,False,False,True,True,False,False,False
9163,31,0,0,2,12,103,80,13,2,1236,1,True,False,False,False,False,True,False
9164,38,1,0,1,0,146,4,13,0,0,0,False,False,True,False,False,False,True
9165,19,0,1,1,10,30,55,9,0,300,0,False,False,True,True,False,False,False
9166,48,0,0,1,15,133,32,25,2,1995,1,False,False,False,False,True,False,False
9167,20,0,0,2,4,166,81,31,1,664,0,False,False,True,False,False,False,True
9168,36,0,0,0,11,142,61,48,2,1562,1,True,False,False,False,False,False,False
9169,25,1,0,1,13,102,7,40,1,1326,1,False,False,False,True,False,False,False
9170,30,1,0,0,5,144,79,13,1,720,0,True,False,False,False,False,True,False
9171,47,0,0,1,15,67,83,27,1,1005,0,False,False,True,False,False,False,True
9172,23,0,1,1,9,105,56,39,1,945,0,False,False,True,False,False,True,False
9173,20,0,0,1,4,98,67,26,1,392,0,False,False,True,False,True,False,False
9174,30,0,0,1,14,89,67,14,1,1246,1,False,False,True,False,False,True,False
9175,43,1,0,1,3,80,5,41,0,240,0,False,False,True,False,False,False,True
9176,17,1,1,0,6,24,49,1,0,144,0,True,False,False,True,False,False,False
9177,34,1,1,0,16,31,20,20,1,496,0,False,False,True,False,False,False,True
9178,33,0,0,2,19,105,3,37,2,1995,1,False,True,False,False,False,False,False
9179,40,1,0,0,16,47,61,7,1,752,0,True,False,False,False,False,False,False
9180,17,0,0,0,18,20,23,19,1,360,0,True,False,False,False,False,True,False
9181,33,1,0,0,6,149,16,17,1,894,0,True,False,False,False,False,True,False
9182,34,0,0,0,13,50,10,2,1,650,0,True,False,False,False,False,False,True
9183,46,0,0,0,14,10,64,39,0,140,0,True,False,False,False,False,True,False
9184,21,0,0,0,9,116,62,3,1,1044,0,False,False,False,False,False,True,False
9185,47,0,0,0,15,152,36,5,2,2280,1,False,False,False,False,False,True,False
9186,32,1,0,1,14,128,79,24,2,1792,1,True,False,False,True,False,False,False
9187,15,1,1,2,16,65,74,23,1,1040,0,False,True,False,False,False,False,False
9188,25,1,0,0,1,71,49,48,0,71,0,True,False,False,True,False,False,False
9189,42,0,0,0,12,90,67,35,1,1080,0,False,False,True,False,False,False,True
9190,39,0,0,1,16,151,64,36,2,2416,1,False,False,True,False,True,False,False
9191,37,1,0,0,4,121,14,11,1,484,0,False,False,True,False,False,False,False
9192,45,1,1,0,5,48,84,15,0,240,0,False,True,False,False,False,False,True
9193,44,0,1,0,19,55,29,30,1,1045,0,False,False,True,False,False,True,False
9194,49,1,0,2,9,45,68,49,1,405,0,False,False,True,False,True,False,False
9195,21,1,0,1,10,111,52,23,1,1110,0,False,False,False,False,True,False,False
9196,30,1,1,0,2,12,62,40,0,24,0,False,False,True,False,True,False,False
9197,40,0,1,2,6,36,39,24,0,216,0,False,False,True,True,False,False,False
9198,16,1,1,0,14,102,54,44,2,1428,1,False,False,False,False,False,False,True
9199,15,0,0,1,3,57,50,14,0,171,0,True,False,False,True,False,False,False
9200,26,1,0,2,5,175,75,7,1,875,0,True,False,False,True,False,False,False
9201,19,0,0,0,13,14,71,48,2,182,0,False,False,True,False,False,False,False
9202,46,1,0,0,16,84,26,29,1,1344,1,True,False,False,True,False,False,False
9203,23,1,0,1,5,88,55,39,1,440,0,False,False,False,False,False,True,False
9204,49,0,0,0,14,159,45,28,2,2226,1,False,False,False,False,True,False,False
9205,33,1,0,0,12,125,54,26,2,1500,1,True,False,False,False,False,False,True
9206,30,0,0,0,1,74,26,15,0,74,0,False,False,True,True,False,False,False
9207,17,0,0,0,10,103,94,8,1,1030,0,False,False,False,False,False,False,True
9208,34,0,0,0,3,33,10,35,0,99,0,True,False,False,False,False,False,False
9209,38,0,1,1,7,60,44,1,1,420,0,False,False,False,False,True,False,False
9210,47,1,0,0,8,20,68,12,0,160,0,False,False,True,False,False,False,False
9211,38,0,0,1,2,93,30,20,0,186,0,True,False,False,True,False,False,False
9212,25,1,0,0,15,166,12,42,2,2490,1,False,True,False,False,False,False,True
9213,22,0,0,0,8,91,87,34,1,728,0,False,False,True,False,False,False,False
9214,34,1,1,1,1,168,47,23,0,168,0,False,True,False,False,True,False,False
9215,49,0,0,0,19,32,72,26,1,608,0,False,False,True,True,False,False,False
9216,39,0,1,0,18,109,92,28,2,1962,1,True,False,False,True,False,False,False
9217,49,1,0,0,14,118,85,21,2,1652,1,False,False,False,False,True,False,False
9218,39,0,0,0,9,76,25,4,1,684,0,False,False,True,False,False,False,False
9219,43,1,0,0,4,169,78,5,1,676,0,False,False,False,False,False,False,True
9220,32,0,0,0,6,172,33,43,1,1032,0,False,False,True,False,True,False,False
9221,32,0,0,1,18,179,42,3,2,3222,1,True,False,False,False,False,False,False
9222,16,1,0,1,10,138,90,8,1,1380,1,False,False,False,False,False,True,False
9223,49,1,0,0,17,27,33,38,1,459,0,False,False,True,False,False,False,False
9224,30,0,0,1,4,170,45,20,1,680,0,False,False,True,False,False,False,False
9225,47,1,0,0,14,150,50,30,2,2100,1,False,True,False,False,False,True,False
9226,18,0,0,0,3,118,61,45,1,354,0,False,False,False,False,True,False,False
9227,47,0,0,1,1,82,14,48,0,82,0,False,False,False,False,True,False,False
9228,28,0,0,0,2,121,82,19,0,242,0,True,False,False,False,False,False,False
9229,35,1,0,0,19,164,61,47,2,3116,1,False,False,False,False,False,True,False
9230,34,0,0,0,15,70,26,29,1,1050,0,False,True,False,False,False,False,True
9231,22,0,0,0,1,140,81,30,0,140,0,True,False,False,False,False,False,False
9232,21,1,0,1,0,146,58,37,0,0,0,False,False,False,False,False,False,True
9233,17,0,1,0,11,23,4,7,0,253,0,False,False,True,True,False,False,False
9234,31,0,1,0,11,87,88,34,1,957,0,True,False,False,False,True,False,False
9235,47,0,0,0,4,76,69,43,1,304,0,False,False,True,False,False,False,False
9236,26,0,0,0,3,68,5,2,0,204,0,True,False,False,False,False,False,False
9237,36,0,1,2,2,71,91,13,0,142,0,False,False,True,False,False,True,False
9238,36,0,0,0,13,160,3,0,2,2080,1,False,False,True,False,False,True,False
9239,44,0,0,2,15,101,24,7,1,1515,1,False,False,True,True,False,False,False
9240,22,0,0,2,1,122,90,42,1,122,0,True,False,False,False,False,True,False
9241,41,1,1,0,12,61,88,42,1,732,0,True,False,False,False,False,False,True
9242,41,1,0,2,1,26,42,24,0,26,0,False,False,True,False,False,True,False
9243,48,1,0,0,18,79,52,1,1,1422,1,False,True,False,False,False,True,False
9244,35,0,0,0,10,65,96,15,1,650,0,False,False,True,False,False,False,False
9245,44,0,0,1,10,63,54,20,1,630,0,False,False,False,False,False,True,False
9246,47,1,0,1,10,36,6,27,1,360,0,False,False,True,False,False,False,False
9247,42,1,1,0,11,144,49,41,2,1584,1,False,False,True,False,False,False,True
9248,47,0,0,2,3,88,56,41,1,264,0,False,False,True,True,False,False,False
9249,19,0,1,1,2,159,17,32,1,318,0,False,True,False,True,False,False,False
9250,33,1,0,0,3,57,62,9,0,171,0,False,False,False,False,False,False,False
9251,18,0,0,1,1,95,40,32,0,95,0,False,False,True,True,False,False,False
9252,49,0,0,1,0,75,7,36,1,0,0,False,False,True,False,False,True,False
9253,31,0,0,0,17,52,94,9,1,884,0,True,False,False,False,True,False,False
9254,42,1,0,0,7,107,96,26,1,749,0,False,False,True,False,True,False,False
9255,44,1,1,0,17,174,82,2,0,2958,1,False,True,False,False,True,False,False
9256,43,1,0,2,19,33,92,15,1,627,0,False,False,False,False,True,False,False
9257,20,1,0,2,5,68,15,43,1,340,0,False,False,False,False,False,True,False
9258,49,0,1,0,9,42,68,14,1,378,0,False,False,True,False,False,False,True
9259,38,1,0,0,15,165,71,8,2,2475,1,False,False,True,False,False,False,True
9260,43,0,1,1,12,10,56,38,0,120,0,False,True,False,True,False,False,False
9261,45,0,1,1,18,66,47,0,1,1188,0,True,False,False,False,False,True,False
9262,49,1,0,1,17,65,5,47,1,1105,0,True,False,False,True,False,False,False
9263,47,0,0,0,9,140,7,36,0,1260,1,True,False,False,True,False,False,False
9264,35,0,0,2,11,56,63,9,1,616,0,False,False,True,False,False,False,True
9265,46,1,0,1,4,28,28,35,0,112,0,False,False,False,False,True,False,False
9266,37,1,1,0,6,104,76,18,1,624,0,False,True,False,False,False,False,False
9267,47,0,0,1,17,14,93,36,1,238,0,False,False,True,False,False,True,False
9268,17,0,0,1,0,60,25,32,0,0,0,False,False,True,False,True,False,False
9269,32,0,0,1,17,44,71,37,1,748,0,False,False,True,True,False,False,False
9270,39,1,0,1,17,57,47,33,1,969,0,False,False,True,False,False,False,False
9271,45,0,1,0,0,121,20,26,0,0,0,False,False,True,False,True,False,False
9272,17,1,0,1,2,93,77,7,0,186,0,False,False,True,False,False,False,True
9273,38,0,0,1,0,146,48,27,0,0,0,False,False,True,False,False,True,False
9274,46,0,1,0,8,92,95,49,1,736,0,True,False,False,False,False,False,True
9275,36,0,0,0,2,146,3,34,0,292,0,False,False,False,True,False,False,False
9276,37,0,1,0,2,14,69,38,0,28,0,False,True,False,True,False,False,False
9277,16,1,0,1,10,127,77,37,2,1270,1,False,False,True,False,True,False,False
9278,41,1,0,0,10,87,77,38,1,870,0,True,False,False,True,False,False,False
9279,16,0,0,0,0,24,50,36,0,0,0,True,False,False,False,False,False,False
9280,40,0,1,2,1,145,60,25,2,145,0,True,False,False,False,False,False,False
9281,31,1,0,0,5,158,66,29,1,790,0,False,False,False,True,False,False,False
9282,47,0,0,2,7,162,91,11,1,1134,0,False,False,True,False,True,False,False
9283,23,1,1,0,14,12,75,43,1,168,0,False,False,True,False,False,False,False
9284,43,0,0,0,2,179,1,38,1,358,0,False,False,True,False,False,True,False
9285,40,0,1,0,10,101,11,39,2,1010,0,False,False,True,False,True,False,False
9286,49,0,0,0,8,87,13,28,1,696,0,True,False,False,False,True,False,False
9287,39,0,0,0,7,146,39,19,1,1022,0,False,False,True,False,False,False,False
9288,38,0,1,2,6,59,30,7,1,354,0,False,False,True,True,False,False,False
9289,27,1,0,0,16,124,7,45,2,1984,1,False,False,True,False,False,False,True
9290,21,0,0,1,1,45,89,43,0,45,0,False,False,True,False,False,True,False
9291,34,0,0,2,4,20,19,19,0,80,0,False,False,True,False,False,False,True
9292,15,0,0,2,12,56,80,46,1,672,0,True,False,False,False,True,False,False
9293,22,1,0,2,16,71,22,1,1,1136,0,False,False,True,False,False,False,False
9294,30,1,0,0,2,44,75,24,0,88,0,False,True,False,True,False,False,False
9295,28,1,0,0,17,82,68,31,2,1394,1,False,False,True,False,True,False,False
9296,26,0,0,0,11,55,44,1,1,605,0,False,False,True,False,False,True,False
9297,37,1,1,0,12,79,40,5,1,948,0,False,False,True,False,True,False,False
9298,29,1,0,0,11,107,93,46,1,1177,0,True,False,False,False,False,True,False
9299,42,0,0,2,18,107,76,8,2,1926,1,True,False,False,True,False,False,False
9300,48,0,0,0,12,178,39,39,2,2136,1,False,True,False,False,False,True,False
9301,16,1,0,1,13,45,83,27,1,585,0,False,False,True,False,False,True,False
9302,46,0,0,1,9,108,83,48,1,972,0,False,False,True,False,False,False,False
9303,37,0,1,1,15,70,24,36,1,1050,0,False,False,False,True,False,False,False
9304,36,0,0,0,19,43,11,25,1,817,0,False,False,False,False,True,False,False
9305,39,0,0,1,0,158,7,48,0,0,0,False,False,True,False,True,False,False
9306,36,0,1,2,2,86,97,11,0,172,0,False,False,False,True,False,False,False
9307,36,1,0,1,7,156,81,34,1,1092,0,True,False,False,False,False,False,True
9308,20,1,0,1,6,168,52,30,1,1008,0,False,False,True,True,False,False,False
9309,29,0,1,0,12,28,7,1,0,336,0,False,False,True,True,False,False,False
9310,47,0,1,0,5,46,81,38,1,230,0,True,False,False,False,False,True,False
9311,22,1,0,0,0,133,68,32,0,0,0,False,False,False,False,False,True,False
9312,19,1,0,0,5,64,25,7,0,320,0,False,False,True,False,False,True,False
9313,18,0,1,0,6,83,14,47,1,498,0,False,False,True,False,True,False,False
9314,20,1,0,0,2,64,54,25,0,128,0,False,False,True,False,False,False,False
9315,46,1,0,0,16,77,69,32,1,1232,1,False,False,False,False,False,False,True
9316,44,0,0,1,8,125,12,46,1,1000,0,False,False,True,False,False,True,False
9317,49,0,0,2,10,69,53,6,1,690,0,True,False,False,False,False,False,True
9318,30,0,0,1,6,79,38,17,1,474,0,False,False,False,False,False,False,True
9319,27,1,1,1,0,39,94,36,0,0,0,False,False,False,False,False,False,False
9320,44,0,0,2,6,160,77,48,1,960,0,True,False,False,False,False,False,False
9321,33,0,0,0,12,21,75,6,0,252,0,True,False,False,False,True,False,False
9322,31,0,0,1,1,166,28,37,0,166,0,True,False,False,True,False,False,False
9323,33,1,0,1,9,56,38,7,1,504,0,True,False,False,False,False,False,False
9324,42,0,1,1,11,70,92,2,1,770,0,False,False,True,False,False,True,False
9325,40,1,1,2,14,94,47,47,2,1316,1,True,False,False,True,False,False,False
9326,40,1,0,0,15,80,46,46,1,1200,0,False,False,True,False,False,False,True
9327,37,1,0,1,15,23,86,27,1,345,0,True,False,False,False,True,False,False
9328,23,1,0,0,10,174,63,3,2,1740,1,False,False,False,True,False,False,False
9329,26,0,0,0,16,66,95,44,1,1056,0,True,False,False,False,False,False,False
9330,15,1,0,2,16,96,96,41,2,1536,1,True,False,False,False,False,False,True
9331,15,1,0,1,15,167,14,9,2,2505,1,False,False,False,True,False,False,False
9332,48,1,0,2,8,87,82,44,1,696,0,True,False,False,False,False,False,False
9333,46,1,0,2,13,74,98,37,1,962,0,False,False,True,False,False,False,True
9334,39,1,0,2,4,114,75,25,1,456,0,True,False,False,False,False,False,False
9335,15,0,0,0,15,173,5,19,2,2595,1,False,False,True,False,False,False,True
9336,30,0,0,1,17,48,72,48,1,816,0,False,False,True,False,False,True,False
9337,19,0,1,0,14,161,27,40,2,2254,1,True,False,False,False,False,True,False
9338,36,0,1,1,13,73,71,41,1,949,0,False,False,True,False,True,False,False
9339,43,1,1,2,2,138,62,8,0,276,0,False,False,False,False,False,False,True
9340,17,0,0,1,4,151,15,22,1,604,0,True,False,False,False,True,False,False
9341,26,0,1,2,9,104,55,45,1,936,0,False,False,True,False,False,False,False
9342,40,1,0,1,2,64,63,1,0,128,0,False,False,True,False,True,False,False
9343,30,1,0,0,7,91,37,27,1,637,0,False,False,True,True,False,False,False
9344,36,1,0,0,18,60,10,35,1,1080,0,False,False,True,False,False,False,False
9345,43,1,0,1,3,177,2,12,1,531,0,False,False,False,False,True,False,False
9346,28,0,0,1,14,44,68,6,1,616,0,False,False,True,True,False,False,False
